pts,crf_ref,encode_order,intra_qp_ref,intra_total_bits,intra_y_psnr,intra_u_psnr,intra_v_psnr,intra_yuv_psnr,intra_ssim,intra_ssim_db,intra_total_time,poc,inter_qp_ref,inter_total_bits,inter_y_psnr,inter_u_psnr,inter_v_psnr,inter_yuv_psnr,inter_ssim,inter_ssim_db,inter_total_time,ctu_intra_pct,ctu_merge_pct,ctu_skip_pct,ctu_inter_pct
5333333,28,320,3331,354256,39281,44085,43675,40431,960650,14051,43170,320,3084,70296,40104,45669,45219,41439,969644,15178,4550,3.36,54.5,8.02,34.12
5350000,28,321,3335,360272,39198,43937,43616,40343,960404,14024,29620,321,3021,84408,40208,45638,45248,41517,970051,15236,4160,4.17,47.96,7.69,40.18
5366667,28,322,3337,359760,39185,43940,43498,40318,960172,13998,34800,322,3011,85000,40218,45645,45235,41524,970066,15238,4200,3.99,47.33,10.01,38.67
5383333,28,323,3337,358392,39156,43988,43546,40309,959581,13934,41440,323,3009,89656,40273,45638,45218,41562,969988,15227,3900,3.73,41.93,12.74,41.6
5400000,28,324,3335,356080,39250,43976,43603,40385,960218,14003,28020,324,3022,70872,40171,45620,45205,41482,969815,15202,3680,2.76,53.93,7.35,35.96
5416667,28,325,3337,360000,39195,43975,43538,40335,959599,13936,31450,325,2995,78256,40271,45634,45206,41559,970097,15243,3680,2.52,48.76,9.95,38.77
5433333,28,326,3337,360240,39136,44030,43563,40301,959551,13931,49580,326,2983,84944,40290,45644,45190,41572,970343,15279,3680,2.51,44.98,11.54,40.97
5450000,28,327,3337,357960,39149,44056,43612,40320,959779,13955,28980,327,2988,95568,40266,45632,45180,41551,970168,15253,3880,3.94,38.44,12.86,44.76
5466667,28,328,3334,356688,39206,44029,43660,40366,960461,14030,28960,328,3057,64120,40159,45593,45137,41461,969993,15228,3920,1.79,54.3,10.92,32.99
5483333,28,329,3337,358240,39173,44031,43637,40338,959972,13976,43020,329,2994,78872,40237,45622,45162,41526,970252,15265,3900,1.9,47.67,10.99,39.44
5500000,28,330,3339,358672,39105,43973,43561,40270,959608,13937,22560,330,2986,76128,40272,45671,45202,41563,970395,15286,3900,2.25,50.12,10.22,37.41
5516667,28,331,3339,360008,39090,43966,43533,40255,959798,13958,32630,331,2973,80472,40335,45686,45229,41616,970689,15330,3700,2.36,50.34,9.58,37.72
5533333,28,332,3338,357896,39157,44029,43524,40312,960431,14026,45960,332,3053,56824,40205,45669,45243,41517,970500,15302,3480,2.27,58.78,6.69,32.26
5550000,28,333,3339,359352,39113,44038,43607,40290,960014,13981,30950,333,2988,68688,40349,45712,45250,41632,970938,15367,3220,2.56,53.36,8.58,35.5
5566667,28,334,3340,362136,39056,44001,43590,40241,959456,13921,34090,334,2988,72080,40353,45726,45255,41637,971022,15379,3010,1.74,54.79,8.38,35.09
5583333,28,335,3342,360088,39058,43942,43462,40219,959422,13917,39310,335,2965,70592,40371,45720,45258,41650,971193,15405,3270,1.61,55.41,8.87,34.11
5600000,28,336,3339,361840,39126,44028,43557,40292,960154,13996,28180,336,3024,56720,40232,45643,45236,41534,970937,15367,3260,1.26,57.38,6.94,34.42
5616667,28,337,3341,360688,39063,43954,43543,40234,960037,13983,32340,337,2996,60104,40381,45680,45256,41653,971448,15444,3420,1.16,57.91,8.65,32.28
5633333,28,338,3343,362584,39070,43928,43610,40244,959601,13936,43460,338,2975,69288,40378,45717,45300,41661,971265,15416,3380,2.07,56.07,7.51,34.35
5650000,28,339,3344,361464,39022,43942,43566,40205,959326,13907,33850,339,2951,70744,40393,45747,45289,41674,971313,15423,3490,1.56,53.65,6.22,38.57
5666667,28,340,3340,359776,39107,43955,43600,40274,960335,14016,31670,340,3027,50880,40255,45701,45256,41561,971107,15392,3470,1.97,58.15,8.91,30.97
5683333,28,341,3341,362408,39066,44026,43578,40250,959866,13965,37340,341,2983,65216,40404,45751,45299,41685,971493,15450,3500,2.32,52.47,10.95,34.26
5700000,28,342,3343,362280,39039,44027,43637,40237,959421,13917,29800,342,2965,71856,40398,45745,45318,41681,971565,15462,3540,1.97,48.98,12.22,36.83
5716667,28,343,3343,360280,39017,44042,43585,40216,959281,13902,29010,343,2968,65568,40411,45755,45323,41693,971518,15454,3550,1.78,54.9,9.31,34.01
5733333,28,344,3341,357344,39063,44010,43606,40249,959771,13955,37560,344,3021,53952,40273,45759,45303,41588,971335,15427,3340,1.6,56.15,10.22,32.03
5750000,28,345,3341,360240,39048,44038,43583,40238,959825,13960,34210,345,2980,59424,40402,45810,45334,41694,971761,15492,3370,1.56,54.25,10.07,34.12
5766667,28,346,3343,360808,39034,43965,43638,40226,959777,13955,31210,346,2979,62128,40427,45821,45334,41714,971741,15488,3270,1.27,55.52,9.62,33.59
5783333,28,347,3343,361296,39015,44050,43581,40215,959532,13929,41430,347,2963,69928,40437,45848,45360,41729,971717,15485,3380,1.91,52.79,10.28,35.02
5800000,28,348,3340,358776,39096,44048,43579,40275,960377,14021,32880,348,3051,48448,40270,45769,45304,41587,971457,15445,3220,1.03,61.79,7.27,29.91
5816667,28,349,3343,361296,39038,44001,43605,40230,959692,13946,33380,349,2993,58616,40403,45822,45354,41699,971946,15520,3170,1.78,58.76,6.36,33.1
5833333,28,350,3344,361472,39006,44037,43580,40207,959429,13918,45500,350,2973,66544,40440,45900,45364,41738,971808,15499,3180,2.28,53.71,8.25,35.76
5850000,28,351,3345,362496,39017,44016,43582,40213,959314,13906,30470,351,2957,69904,40462,45915,45408,41762,971925,15517,3330,2.14,55.5,6.96,35.4
5866667,28,352,3345,362304,39004,43985,43564,40197,959306,13905,33870,352,3051,49528,40191,45644,45151,41493,970818,15349,3270,1.26,62.74,6.14,29.86
5883333,28,353,3346,361608,39003,43967,43550,40192,959618,13938,47750,353,2984,59976,40392,45767,45304,41678,971728,15486,3380,1.36,58.03,7.16,33.45
5900000,28,354,3345,361512,38976,43990,43538,40173,959360,13910,28980,354,2979,60864,40422,45809,45355,41712,971908,15514,3090,1.45,54.89,9.58,34.08
5916667,28,355,3347,362568,38970,44007,43526,40169,959540,13930,28980,355,2981,63600,40409,45832,45351,41705,971982,15526,3160,1.39,57.58,6.26,34.77
5933333,28,356,3346,359720,38983,44022,43504,40178,959448,13920,45940,356,3064,48376,40231,45668,45165,41527,971006,15377,3160,1.31,63.02,5.57,30.1
5950000,28,357,3347,361384,38992,43992,43581,40190,959416,13916,26920,357,2976,65960,40378,45810,45310,41673,971728,15486,3460,2.46,54.2,8.39,34.95
5966667,28,358,3347,359424,38947,43995,43570,40156,959284,13902,30820,358,3027,62264,40364,45865,45366,41677,971750,15490,3720,0.95,57.01,8.7,33.34
5983333,28,359,3347,361544,38919,43951,43531,40124,959123,13885,47770,359,2976,65584,40365,45893,45388,41684,971752,15490,3440,1.18,57.84,7.01,33.97
6000000,28,360,3347,363856,38938,43960,43467,40132,959075,13880,28350,360,3016,47528,40192,45667,45187,41501,971014,15378,3230,1.22,59.68,9.46,29.64
6016667,28,361,3347,361088,38935,43983,43558,40144,959107,13883,40070,361,3022,56784,40328,45797,45324,41636,971754,15490,2990,1.13,62.66,5.39,30.82
6033333,28,362,3349,362192,38913,44018,43537,40129,959163,13889,46620,362,2972,67968,40344,45841,45394,41662,971794,15497,3330,1.24,52.97,9.22,36.57
6050000,28,363,3349,361320,38919,44020,43637,40146,959000,13872,29680,363,2974,74352,40338,45896,45448,41672,971658,15476,3400,2.25,46.72,11.54,39.49
6066667,28,364,3348,360632,38912,43955,43558,40123,959069,13879,41760,364,3134,48424,40102,45672,45210,41437,970536,15307,3550,0.95,62.79,7.21,29.05
6083333,28,365,3349,359816,38918,43981,43547,40129,959120,13885,43860,365,2995,64800,40269,45812,45362,41599,971278,15418,3470,1.69,51.95,10.62,35.74
6100000,28,366,3349,361832,38934,44011,43574,40149,959154,13889,33440,366,2988,60608,40302,45848,45403,41633,971459,15445,3470,0.97,55.57,10.28,33.18
6116667,28,367,3349,363200,38889,43990,43585,40114,958850,13856,34330,367,2985,60968,40305,45863,45408,41638,971590,15465,3340,1.33,61.39,5.17,32.11
6133333,28,368,3349,359600,38910,43949,43493,40113,958879,13859,44670,368,3061,49968,40132,45651,45191,41454,970664,15326,3080,0.84,64.6,5.41,29.15
6150000,28,369,3348,361488,38893,44009,43603,40121,958797,13851,26660,369,2987,66888,40288,45784,45347,41607,971435,15442,3040,1.87,53.93,8.16,36.04
6166667,28,370,3350,362456,38877,43917,43571,40094,958755,13846,27820,370,2982,64528,40305,45831,45402,41633,971310,15423,3200,1.21,57.38,7.61,33.8
6183333,28,371,3351,362528,38858,43981,43511,40080,958810,13852,47560,371,2980,61952,40290,45829,45400,41621,971429,15441,3300,1.36,57.03,7.95,33.66
6200000,28,372,3349,360312,38870,43898,43509,40079,958768,13848,24140,372,3041,54664,40098,45634,45211,41429,970408,15288,3440,1.49,60.39,7.23,30.89
6216667,28,373,3351,361824,38856,43973,43564,40084,958659,13836,28840,373,2993,66992,40252,45795,45345,41582,971045,15383,3260,1.64,53.21,10.28,34.87
6233333,28,374,3353,363696,38809,43972,43512,40042,958257,13794,45700,374,2987,76472,40218,45829,45388,41565,970950,15369,3430,3.17,51.85,8.23,36.75
6250000,28,375,3354,364408,38816,44006,43547,40056,958286,13797,25060,375,3002,70144,40191,45863,45429,41555,970866,15356,3440,1.9,56.02,6.7,35.38
6266667,28,376,3352,365160,38833,43942,43507,40056,958341,13803,33050,376,3032,66296,39964,45634,45166,41323,969467,15152,3550,2.7,53.9,7.44,35.96
6283333,28,377,3353,364656,38820,43893,43507,40040,958367,13806,51150,377,2998,66488,40126,45759,45332,41481,970481,15299,3360,1.12,58.04,7.85,32.99
6300000,28,378,3355,365648,38784,43966,43542,40027,957909,13758,33030,378,2993,67624,40169,45833,45385,41529,970567,15312,3300,1.11,59.59,6.75,32.55
6316667,28,379,3356,366832,38749,43940,43596,40004,957494,13716,33030,379,3001,68920,40170,45814,45388,41528,970647,15324,3140,1.73,57.78,5.37,35.12
6333333,28,380,3354,362392,38813,44047,43588,40064,958342,13803,42780,380,3090,47288,39979,45855,45394,41390,970241,15264,3310,0.97,65.85,4.78,28.4
6350000,28,381,3357,365880,38779,44079,43613,40046,957700,13737,20020,381,3018,62976,40124,45889,45437,41509,970541,15308,3240,1.66,56.26,7.71,34.37
6366667,28,382,3357,366672,38751,43973,43546,40003,957514,13718,31200,382,3007,70880,40134,45859,45413,41509,970458,15296,3440,2.11,54.03,8.12,35.74
6383333,28,383,3359,366920,38718,43961,43524,39974,957389,13705,48640,383,3024,70824,40163,45854,45401,41529,970384,15285,3280,1.98,54.71,8.31,35
6400000,28,384,3357,365656,38786,44023,43524,40033,957785,13745,30910,384,3069,49576,40051,45798,45370,41434,970126,15247,3380,0.84,63.2,6.71,29.25
6416667,28,385,3358,367384,38759,43980,43551,40011,957463,13712,35710,385,3050,54856,40163,45835,45411,41528,970530,15306,3150,0.65,63.45,5.51,30.39
6433333,28,386,3359,367512,38695,44013,43502,39961,957366,13702,49340,386,2987,57120,40221,45841,45424,41574,970782,15344,3100,0.35,60.94,6.73,31.98
6450000,28,387,3360,366032,38692,43974,43538,39958,957094,13675,31860,387,3028,58912,40238,45821,45402,41581,970777,15343,2920,0.61,60.05,6.88,32.46
6466667,28,388,3358,365408,38753,43984,43616,40015,957531,13719,31880,388,3107,37208,40051,45773,45389,41434,970419,15290,2870,0.33,74.23,2.88,22.56
6483333,28,389,3358,366800,38740,43908,43571,39989,957283,13694,41450,389,3106,47600,40217,45787,45399,41561,970871,15357,2800,0.62,64.97,6.71,27.7
6500000,28,390,3358,367936,38708,43925,43554,39966,957270,13693,26270,390,3015,52536,40290,45794,45384,41615,971096,15390,2830,0.29,65.75,5.88,28.08
6516667,28,391,3359,365904,38675,43935,43573,39945,956788,13644,34570,391,2991,58848,40325,45816,45413,41648,971186,15404,2780,0.46,61.42,6,32.12
6533333,28,392,3360,365752,38690,43896,43441,39934,956964,13662,46150,392,3136,33880,40058,45544,45133,41378,969945,15221,2850,0.31,72.01,4,23.68
6550000,28,393,3362,364768,38669,43899,43486,39925,956730,13638,38030,393,3055,48008,40216,45627,45232,41520,970613,15318,2850,0.32,61.71,8.69,29.28
6566667,28,394,3363,366360,38674,43891,43477,39926,957071,13672,37900,394,3039,50480,40231,45692,45301,41547,970791,15345,2990,0.38,64.03,5.64,29.95
6583333,28,395,3363,367448,38668,43881,43488,39922,956759,13641,41640,395,3032,54744,40260,45673,45302,41567,970908,15362,2950,0.48,58.11,8.07,33.34
6600000,28,396,3362,365736,38664,43832,43465,39910,956676,13633,33860,396,3067,38200,40077,45486,45098,41381,969978,15226,2920,0.41,67.19,6.32,26.08
6616667,28,397,3361,366336,38697,43849,43521,39944,956818,13647,40400,397,3068,50072,40182,45628,45254,41497,970642,15323,2940,0.66,63.12,6.37,29.85
6633333,28,398,3362,368808,38686,43863,43515,39937,956872,13652,43180,398,3016,51648,40266,45654,45285,41567,970893,15360,2950,0.37,62.92,6.87,29.84
6650000,28,399,3363,366264,38635,43868,43484,39895,956185,13584,31140,399,3048,51040,40270,45663,45303,41573,970917,15364,2870,0.27,60.26,8.72,30.75
6666667,28,400,3363,367896,38675,43858,43398,39913,956501,13615,33900,400,3147,37392,40064,45482,45087,41369,969851,15207,2860,0.29,67.2,7.05,25.46
6683333,28,401,3363,368128,38689,43865,43487,39935,956707,13636,43920,401,3069,46328,40233,45608,45221,41528,970766,15341,2830,0.48,63.39,7.73,28.4
6700000,28,402,3364,366360,38665,43866,43456,39914,956574,13622,31630,402,3024,53928,40283,45653,45261,41577,970974,15372,3010,0.37,61.45,6.95,31.23
6716667,28,403,3363,367016,38679,43825,43417,39914,956772,13642,31600,403,3037,57112,40328,45679,45272,41615,971175,15402,2950,0.51,61.33,7.71,30.45
6733333,28,404,3362,366904,38702,43848,43462,39940,956945,13660,44500,404,3144,38352,40044,45516,45106,41361,970029,15233,3040,0.26,70.45,4.94,24.35
6750000,28,405,3362,366160,38701,43805,43405,39927,956666,13632,23280,405,3013,49792,40244,45631,45250,41543,970935,15366,3160,0.35,64.98,4.79,29.88
6766667,28,406,3364,365552,38690,43871,43544,39944,956843,13649,28620,406,3005,59408,40276,45674,45296,41578,970985,15374,3150,0.55,58.3,7.91,33.24
6783333,28,407,3364,367952,38695,43773,43485,39928,956542,13619,52170,407,3062,50520,40260,45719,45326,41576,970972,15372,3130,0.39,64.26,5.78,29.57
6800000,28,408,3362,365056,38683,43833,43464,39925,956744,13639,32570,408,3070,46560,40034,45538,45154,41362,969906,15215,3090,1.83,63.92,5.61,28.64
6816667,28,409,3361,365136,38712,43814,43481,39946,956735,13639,31040,409,3065,49120,40239,45635,45264,41542,970789,15345,3110,0.36,62.17,7.67,29.8
6833333,28,410,3362,365008,38721,43812,43465,39951,956948,13660,43710,410,3016,54248,40287,45690,45344,41595,971074,15387,3210,0.29,59.3,7.89,32.52
6850000,28,411,3362,367976,38721,43883,43529,39968,956715,13637,20980,411,2991,56640,40339,45722,45366,41640,971231,15411,2970,0.44,55.29,9.01,35.26
6866667,28,412,3362,364992,38723,43812,43470,39952,957053,13671,31180,412,3124,40456,40088,45553,45139,41403,970120,15246,2940,0.45,66.13,5.39,28.03
6883333,28,413,3362,364120,38742,43842,43486,39972,957241,13690,49950,413,3012,51360,40253,45683,45293,41562,970974,15372,3060,1.1,57.67,9.14,32.09
6900000,28,414,3360,366192,38744,43922,43513,39988,957038,13669,31990,414,2967,59808,40320,45713,45328,41620,971216,15408,3170,0.76,56.36,8.27,34.61
6916667,28,415,3361,365472,38721,43864,43487,39959,957057,13671,33770,415,2969,54928,40306,45741,45341,41615,971237,15412,3190,0.43,58.57,7.59,33.41
6933333,28,416,3361,364152,38759,43817,43471,39980,957225,13688,50180,416,3084,46384,40065,45555,45146,41386,970005,15230,2960,1.12,58.21,8.59,32.08
6950000,28,417,3359,363256,38771,43836,43432,39986,957592,13726,31200,417,2987,55200,40248,45678,45273,41555,971013,15378,2900,0.91,53.87,9.31,35.91
6966667,28,418,3359,362640,38758,43882,43547,39997,957294,13695,31200,418,2981,55904,40283,45728,45327,41594,971068,15386,3030,0.57,55.07,9.08,35.28
6983333,28,419,3358,364560,38777,43988,43557,40026,957674,13734,50850,419,2973,67944,40236,45753,45365,41567,970961,15370,3260,1.27,47.74,9.86,41.13
7000000,28,420,3357,364464,38797,43982,43519,40035,957750,13742,24440,420,3084,49352,40044,45545,45113,41365,969883,15212,3340,0.63,59.53,7.26,32.58
7016667,28,421,3356,363904,38799,43862,43551,40026,957748,13742,27860,421,2986,58872,40230,45715,45286,41548,970874,15357,3380,1.01,51.94,10.3,36.75
7033333,28,422,3356,363280,38803,43950,43573,40042,958109,13779,48820,422,2993,59416,40274,45767,45328,41593,971092,15390,3180,0.97,57.04,7.09,34.9
7050000,28,423,3356,364312,38793,43909,43537,40026,957829,13750,26580,423,2986,62184,40321,45812,45361,41637,971294,15420,3380,0.82,56.69,7.45,35.04
7066667,28,424,3355,363728,38829,43923,43502,40050,958302,13799,30180,424,3028,46904,40063,45583,45147,41388,970122,15246,3260,0.54,59.72,7.71,32.03
7083333,28,425,3353,363160,38846,43878,43513,40059,958275,13796,51770,425,2988,57312,40288,45719,45279,41591,971226,15410,3420,0.73,56.21,7.37,35.69
7100000,28,426,3354,363624,38842,43987,43608,40081,958184,13787,30670,426,2974,56616,40301,45784,45350,41617,971302,15422,3080,0.89,57.42,8.18,33.51
7116667,28,427,3355,363448,38851,43926,43622,40082,958077,13776,30660,427,2973,61456,40312,45773,45345,41624,971356,15430,3130,0.85,52.58,9.82,36.75
7133333,28,428,3354,363800,38857,43897,43472,40064,958306,13799,47560,428,3024,48312,40108,45613,45133,41424,970293,15271,3180,0.85,60.18,6.72,32.25
7150000,28,429,3354,361792,38837,43927,43506,40057,958385,13807,28180,429,2996,57328,40283,45714,45257,41584,971217,15409,3350,0.86,53.71,9.38,36.05
7166667,28,430,3355,363472,38828,43918,43541,40053,958309,13800,28290,430,2963,69816,40242,45767,45290,41564,970902,15361,3580,1.7,50.69,8.89,38.72
7183333,28,431,3355,362896,38851,43978,43571,40082,958363,13805,40400,431,2971,79048,40223,45766,45279,41548,970667,15326,3370,2.86,41.16,11.94,44.04
7200000,28,432,3352,362360,38887,43971,43537,40104,958392,13808,31110,432,3041,57008,40042,45553,45086,41362,969678,15182,3350,1.54,54.78,9.8,33.88
7216667,28,433,3353,361640,38887,43988,43491,40100,958563,13826,27400,433,2986,70616,40182,45664,45221,41497,970377,15284,3380,2.28,48.78,11.27,37.67
7233333,28,434,3352,362200,38912,43929,43555,40120,958734,13844,49230,434,2984,72200,40209,45700,45254,41526,970478,15299,3410,1.66,50.92,8.37,39.05
7250000,28,435,3351,359440,38955,44014,43637,40172,958858,13857,37120,435,2985,85640,40196,45718,45272,41520,970127,15247,3640,3.72,38.7,12.53,45.05
7266667,28,436,3347,358376,39027,44086,43655,40238,959693,13946,29290,436,3024,72832,40037,45705,45261,41399,969677,15182,3590,3.07,44.41,10.84,41.68
7283333,28,437,3347,359624,38994,43984,43653,40200,959358,13910,52020,437,2997,78232,40145,45693,45263,41478,969984,15226,3790,2.61,48.03,9.61,39.75
7300000,28,438,3347,361680,39001,43995,43645,40206,959147,13888,30030,438,2998,84800,40140,45651,45261,41469,969725,15189,3910,3.23,43.93,10.33,42.51
7316667,28,439,3349,360344,39002,44015,43578,40200,959044,13877,30040,439,2989,83328,40177,45630,45260,41494,969835,15205,4120,3.07,41.03,13.41,42.49
7333333,28,440,3344,359408,39059,44013,43620,40249,959723,13949,45230,440,3041,64384,40023,45581,45176,41362,969492,15156,4120,2.38,49.15,10.09,38.38
7350000,28,441,3344,359760,39038,44037,43659,40240,959244,13898,20810,441,3006,86472,40124,45590,45201,41441,969589,15170,4100,4.77,40.14,11.63,43.46
7366667,28,442,3347,361528,38971,43954,43577,40169,958869,13858,30590,442,2995,86208,40104,45560,45152,41417,969459,15151,4040,3.01,42.07,12.71,42.21
7383333,28,443,3347,362528,38970,43895,43525,40155,958786,13850,48360,443,2991,85112,40107,45524,45116,41410,969406,15144,3840,1.97,39.76,13.83,44.44
7400000,28,444,3345,360616,39036,43960,43538,40214,959489,13924,29800,444,3027,68424,39985,45466,45074,41306,969213,15116,3830,1.62,49.67,9.09,39.62
7416667,28,445,3348,363568,39027,43951,43603,40215,959015,13874,34430,445,3010,93008,40062,45479,45076,41366,968937,15078,3860,3.97,34.69,13.86,47.48
7433333,28,446,3348,362440,38985,43943,43539,40174,958663,13837,48440,446,2993,78528,40112,45514,45095,41410,969241,15120,3790,1.85,49.27,10.7,38.18
7450000,28,447,3348,360544,39004,43941,43518,40185,958505,13820,30470,447,2983,85608,40170,45492,45086,41450,969279,15126,3760,2.33,40.18,14.19,43.3
7466667,28,448,3345,359560,39092,44030,43637,40277,959498,13925,30450,448,3019,70784,40067,45454,45065,41365,969118,15103,3770,1.6,48.2,9.55,40.65
7483333,28,449,3346,362232,39039,43900,43536,40209,959002,13872,47260,449,2994,76832,40204,45467,45079,41471,969662,15180,3760,1.56,46.77,11.7,39.97
7500000,28,450,3348,361640,39037,43895,43526,40205,958500,13820,23630,450,3002,98712,40154,45498,45097,41440,969152,15108,4170,4.72,35.71,11.86,47.71
7516667,28,451,3348,362672,39029,43828,43478,40185,958615,13832,28950,451,2994,88328,40135,45451,45077,41417,969091,15099,4170,2.97,41.44,11.36,44.23
7533333,28,452,3345,361632,39107,43904,43571,40264,959443,13919,53270,452,3022,68432,40030,45393,45013,41323,968875,15069,3870,2.07,50.76,7.58,39.59
7550000,28,453,3348,361672,39073,43846,43493,40222,958720,13843,31630,453,2994,78544,40166,45411,45049,41432,969269,15124,3900,1.76,43.7,12.79,41.75
7566667,28,454,3347,362136,39056,43909,43479,40215,958601,13830,31600,454,2975,83008,40240,45446,45107,41499,969564,15166,3560,1.54,47.69,9.7,41.07
7583333,28,455,3347,361416,39052,43857,43476,40206,958583,13828,40830,455,2975,84976,40212,45475,45093,41480,969429,15147,3830,1.86,44.08,9.57,44.49
7600000,28,456,3342,358048,39143,43920,43626,40301,959516,13927,24730,456,3043,54112,40125,45489,45107,41418,969398,15142,3570,1.36,55.45,8.84,34.35
7616667,28,457,3341,359456,39149,44003,43667,40321,959248,13899,30060,457,2989,74288,40258,45552,45143,41531,969779,15197,3640,1.58,47.32,10.26,40.84
7633333,28,458,3343,356552,39121,43931,43643,40288,959024,13875,44840,458,2966,76456,40332,45575,45161,41591,969996,15228,3390,0.81,47.96,10.52,40.71
7650000,28,459,3341,356744,39143,44000,43615,40309,958987,13871,31980,459,2961,73968,40367,45574,45179,41620,970198,15257,3670,1.71,50.08,9.5,38.71
7666667,28,460,3338,353848,39230,44090,43626,40387,960012,13981,34300,460,3020,57704,40285,45566,45160,41554,970056,15237,3630,1.38,56.3,7.23,35.09
7683333,28,461,3337,354568,39209,43999,43686,40367,959723,13949,43340,461,2975,67240,40407,45583,45196,41652,970535,15307,3900,1.19,50.12,10.62,38.07
7700000,28,462,3337,353816,39193,43998,43646,40350,959220,13896,31550,462,2955,72992,40454,45621,45231,41697,970622,15320,3940,1.07,48.92,8.93,41.08
7716667,28,463,3335,355312,39235,43972,43674,40382,959417,13917,43370,463,2965,81648,40435,45589,45243,41680,970334,15277,3850,2.55,40.06,12.87,44.52
7733333,28,464,3332,355200,39296,43942,43619,40417,959571,13933,38240,464,3007,56592,40299,45319,44980,41512,969370,15139,3560,1.55,51.52,11.37,35.56
7750000,28,465,3334,352448,39287,43920,43618,40407,959564,13932,34460,465,2977,62688,40504,45477,45135,41705,970540,15308,3350,1.06,56.36,7.13,35.45
7766667,28,466,3333,352752,39300,43950,43652,40425,959625,13939,39120,466,2958,68872,40572,45554,45217,41775,970731,15336,3450,1.44,49.32,10.01,39.23
7783333,28,467,3331,353680,39322,43998,43750,40460,959382,13913,44540,467,2947,68688,40609,45602,45268,41816,971008,15377,3590,1.53,46.62,12.44,39.41
7800000,28,468,3327,351320,39360,43969,43673,40475,959591,13935,39150,468,3011,50104,40418,45418,45086,41627,969923,15218,3530,1.53,54.71,8.88,34.88
7816667,28,469,3326,348936,39393,44039,43808,40526,959679,13945,32190,469,2969,67656,40608,45560,45244,41806,970704,15332,3450,1.84,45.89,11.47,40.8
7833333,28,470,3324,350832,39439,44146,43852,40579,959935,13972,48980,470,2953,68352,40699,45638,45321,41894,971025,15380,3240,1.88,47.02,10.86,40.24
7850000,28,471,3323,348864,39449,44216,43847,40595,959713,13948,30030,471,2945,66568,40763,45698,45372,41956,971079,15388,3460,1.07,49.21,11.03,38.69
7866667,28,472,3319,345920,39491,44151,43846,40618,959884,13967,30030,472,3002,54392,40572,45551,45190,41771,970115,15245,3200,1.03,53.93,7.78,37.26
7883333,28,473,3318,345200,39548,44215,43886,40673,960082,13988,51610,473,2948,61424,40841,45702,45368,42015,971371,15432,3460,0.88,53.6,8.12,37.4
7900000,28,474,3316,345664,39520,44250,43939,40663,959880,13966,27040,474,2951,70368,40769,45767,45409,41974,970978,15373,3280,1.88,46.37,10.66,41.09
7916667,28,475,3312,342000,39565,44309,43945,40706,960108,13991,27200,475,2944,77976,40764,45821,45482,41986,970824,15350,3520,2.77,40.8,11.46,44.97
7933333,28,476,3311,341184,39647,44358,44016,40782,960570,14042,46120,476,3035,45600,40624,45747,45374,41858,970284,15270,3570,1.01,58.55,8.35,32.09
7950000,28,477,3309,338968,39684,44428,44141,40834,960854,14073,20720,477,2956,62904,40865,45935,45580,42088,971360,15430,3110,1.39,47.11,10.57,40.93
7966667,28,478,3307,342072,39673,44397,44102,40817,960573,14042,29140,478,2953,61016,40895,45939,45589,42113,971364,15431,2540,1.33,50.5,8.96,39.21
7983333,28,479,3304,335832,39755,44528,44177,40904,961077,14098,34460,479,2946,80104,40990,46039,45716,42212,971564,15461,2350,2.61,40.28,8.74,48.37
